DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY			SEQUENCE	CHANGE
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	2p13.3	2	69207095	NR	ANTXR1			ENSG00000169604			rs12474538-A	rs12474538	0	12474538	intron_variant	0	0.1487	9E-8	7.045757490560675	(EA)	0.0469	[0.03-0.064] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	20q13.2	20	53671071	NR	RNU7-14P - SUMO1P1	ENSG00000238468	ENSG00000241721		2313	204181	rs12481286-T	rs12481286	0	12481286	TF_binding_site_variant	1	0.2403	1E-7	7	(EA)	0.0407	[0.026-0.056] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	22q13.1	22	40143521	NR	TNRC6B			ENSG00000100354			rs12483853-C	rs12483853	0	12483853	intron_variant	0	0.1411	1E-18	18	(EA)	0.0783	[0.061-0.096] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	4q12	4	53046426	NR	SCFD2			ENSG00000184178			rs12506630-C	rs12506630	0	12506630	intron_variant	0	0.3734	1E-6	6	(EA)	0.0323	[0.019-0.045] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	5p13.3	5	32581080	NR	SUB1			ENSG00000113387			rs12519859-A	rs12519859	0	12519859	intron_variant	0	0.4748	6E-9	8.221848749616356	(EA)	0.0365	[0.024-0.049] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	8q21.13	8	75988094	NR	HNF4G - RNU2-54P	ENSG00000164749	ENSG00000222231		421260	277449	rs12682248-A	rs12682248	0	12682248	intergenic_variant	1	0.7442	2E-6	5.698970004336019	(EA)	0.0347	[0.02-0.049] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	10q22.3	10	79092621	NR	ZMIZ1			ENSG00000108175			rs1268974-G	rs1268974	0	1268974	intron_variant	0	0.6132	4E-36	35.39794000867204	(EA)	0.0793	[0.067-0.092] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	7p11.2	7	55125270	NR	EGFR			ENSG00000146648			rs12718945-G	rs12718945	0	12718945	intron_variant	0	0.5535	4E-6	5.3979400086720375	(EA)	0.0289	[0.017-0.041] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	10q21.3	10	63089177	NR	EGR2 - RNU6-543P	ENSG00000122877	ENSG00000199446		270010	20962	rs12765365-C	rs12765365	0	12765365	intergenic_variant	1	0.0376	2E-8	7.698970004336019	(EA)	0.0979	[0.064-0.132] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	13q22.1	13	73232845	NR	RNY1P8 - MARK2P12	ENSG00000206697	ENSG00000229708		5585	174923	rs12870942-C	rs12870942	0	12870942	intergenic_variant	1	0.3182	4E-9	8.397940008672037	(EA)	0.0391	[0.026-0.052] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	15q24.1	15	74300521	NR	CCDC33			ENSG00000140481			rs12904134-A	rs12904134	0	12904134	intron_variant	0	0.501	8E-6	5.096910013008056	(EA)	0.0286	[0.016-0.041] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	16p13.13	16	10609831	NR	EMP2 - TEKT5	ENSG00000213853	ENSG00000153060		29199	17670	rs12918713-C	rs12918713	0	12918713	regulatory_region_variant	1	0.0674	1E-7	7	(EA)	0.0688	[0.043-0.094] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	16p13.3	16	3942751	NR	LINC02861			ENSG00000262185			rs12920416-T	rs12920416	0	12920416	intron_variant	0	0.2475	8E-7	6.096910013008056	(EA)	0.0412	[0.025-0.057] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	18q11.2	18	22897971	NR	RBBP8			ENSG00000101773			rs12962334-C	rs12962334	0	12962334	intron_variant	0	0.678	1E-6	6	(EA)	0.0324	[0.019-0.045] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	2q36.3	2	226474745	NR	NYAP2 - MIR5702	ENSG00000144460	ENSG00000263363		744858	183965	rs13008686-G	rs13008686	0	13008686	intergenic_variant	1	0.3354	7E-6	5.154901959985743	(EA)	0.0302	[0.017-0.043] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	3p21.31	3	48542329	NR	PFKFB4			ENSG00000114268			rs13079292-G	rs13079292	0	13079292	intron_variant	0	0.9798	8E-6	5.096910013008056	(EA)	0.1064	[0.06-0.153] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	5q11.2	5	52225463	NR	LINC02118 - RPS17P11	ENSG00000248789	ENSG00000244621		144476	57104	rs13160295-G	rs13160295	0	13160295	intergenic_variant	1	0.0239	4E-6	5.3979400086720375	(EA)	0.1121	[0.064-0.16] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	5p12	5	45074531	NR	MRPS30 - HCN1	ENSG00000112996	ENSG00000164588		254103	180417	rs13183434-A	rs13183434	0	13183434	intron_variant	1	0.1235	4E-17	16.397940008672037	(EA)	0.0777	[0.06-0.096] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	6p22.2	6	26463346	NR	BTN2A1			ENSG00000112763			rs13195401-T	rs13195401	0	13195401	intron_variant	0	0.0874	2E-9	8.698970004336019	(EA)	0.0718	[0.048-0.095] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	6p22.2	6	25874195	NR	SLC17A3			ENSG00000124564			rs13198474-A	rs13198474	0	13198474	5_prime_UTR_variant	0	0.0745	2E-7	6.698970004336019	(EA)	0.0673	[0.042-0.092] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	6p22.1	6	28364364	NR	ZKSCAN3			ENSG00000189298			rs13214023-A	rs13214023	0	13214023	intron_variant	0	0.0929	1E-9	9	(EA)	0.071	[0.048-0.094] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	7q35	7	144477198	NR	TPK1			ENSG00000196511			rs13230714-G	rs13230714	0	13230714	intron_variant	0	0.3026	1E-6	6	(EA)	0.0338	[0.02-0.047] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	8p21.2	8	25974262	NR	EBF2			ENSG00000221818			rs13256025-T	rs13256025	0	13256025	intron_variant	0	0.1999	2E-7	6.698970004336019	(EA)	0.0428	[0.027-0.059] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	2p14	2	67879434	NR	LINC01812 - FBXL12P1	ENSG00000237013	ENSG00000235968		53872	144260	rs13416342-G	rs13416342	0	13416342	intergenic_variant	1	0.428	6E-6	5.221848749616356	(EA)	0.0285	[0.016-0.041] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	3p24.3	3	16737360	NR	CDYLP1 - PLCL2	ENSG00000224039	ENSG00000154822		43158	65291	rs1375631-G	rs1375631	0	1375631	intergenic_variant	1	0.4975	2E-7	6.698970004336019	(EA)	0.0321	[0.02-0.044] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	6p22.1	6	28468238	NR	OR2E1P - GPX6	ENSG00000219262	ENSG00000198704		12097	35058	rs138024639-T	rs138024639	1	58800837	intergenic_variant	1	0.0932	3E-9	8.522878745280337	(EA)	0.0699	[0.047-0.093] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	17q21.2	17	42426015	NR	CAVIN1 - RNU7-97P	ENSG00000177469	ENSG00000238704		2759	14183	rs138672638-C	rs138672638	0	138672638	intergenic_variant	1	0.0096	1E-8	8	(EA)	0.1833	[0.12-0.25] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	22q12.2	22	30168182	NR	HORMAD2			ENSG00000176635			rs139059349-C	rs139059349	0	139059349	intron_variant	0	0.0142	2E-7	6.698970004336019	(EA)	0.1465	[0.092-0.201] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	5p12	5	45522877	NR	HCN1			ENSG00000164588			rs139424826-A	rs139424826	0	139424826	intron_variant	0	0.15	5E-13	12.301029995663981	(EA)	0.0657	[0.048-0.084] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	5q33.3	5	159141388	NR	LINC02202 - RNF145	ENSG00000245812	ENSG00000145860		23910	16021	rs139824696-C	rs139824696	0	139824696	intergenic_variant	1	0.1183	4E-6	5.3979400086720375	(EA)	0.0448	[0.026-0.064] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	16q12.1	16	50499690	NR	LINC02178 - NKD1	ENSG00000261092	ENSG00000140807		104557	48706	rs140035696-G	rs140035696	0	140035696	intron_variant	1	0.0165	5E-6	5.301029995663981	(EA)	0.1271	[0.072-0.182] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	17p11.2	17	18094293	NR	DRG2			ENSG00000108591			rs140494697-T	rs140494697	0	140494697	intron_variant	0	0.006	4E-6	5.3979400086720375	(EA)	0.2014	[0.12-0.29] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	22q13.2	22	41221553	NR	"L3MBTL2-AS1, L3MBTL2"			"ENSG00000235513, ENSG00000100395"			rs140614180-C	rs140614180	0	140614180	intron_variant	0	0.0176	6E-8	7.221848749616356	(EA)	0.1449	[0.092-0.197] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	14q12	14	32127443	NR	ARHGAP5			ENSG00000100852			rs140783387-C	rs140783387	0	140783387	intron_variant	0	0.0885	3E-7	6.522878745280337	(EA)	0.0602	[0.037-0.083] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	1p32.3	1	50882601	NR	FAF1			ENSG00000185104			rs140945602-T	rs140945602	1	60244087	intron_variant	0	0.4877	7E-8	7.154901959985743	(EA)	0.0359	[0.023-0.049] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	14q32.11	14	89418757	NR	"FOXN3, FOXN3-AS1"			"ENSG00000053254, ENSG00000258920"			rs141061110-C	rs141061110	0	141061110	intron_variant	0	0.1578	5E-6	5.301029995663981	(EA)	0.0408	[0.023-0.058] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	22q13.2	22	41061455	NR	Y_RNA - Y_RNA	ENSG00000202522	ENSG00000202522		15864	4099	rs141447235-C	rs141447235	0	141447235	intergenic_variant	1	0.064	2E-9	8.698970004336019	(EA)	0.0772	[0.052-0.102] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	1p22.3	1	87384812	NR	LINC01364 - RNA5SP52	ENSG00000227290	ENSG00000199318		13129	68428	rs1415174-C	rs1415174	0	1415174	intergenic_variant	1	0.7544	6E-6	5.221848749616356	(EA)	0.0328	[0.018-0.047] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
